nct_number,study_title,phases,study_status,enrollment,start_date,primary_completion_date,sponsor,collaborators,conditions,interventions,locations,location,institution,city,country
NCT03633110,"Safety, Tolerability, Immunogenicity, and Antitumor Activity of GEN-009 Adjuvanted Vaccine",PHASE1|PHASE2,COMPLETED,24.0,2018-08-29,2021-12-08,"Genocea Biosciences, Inc.",,Cutaneous Melanoma|Non-small Cell Lung Cancer|Squamous Cell Carcinoma of the Head and Neck|Urothelial Carcinoma|Renal Cell Carcinoma,BIOLOGICAL: GEN-009 Adjuvanted Vaccine|DRUG: Nivolumab|DRUG: Pembrolizumab,"UC San Diego Moores Cancer Center, La Jolla, California, 92093, United States|John Wayne Cancer Institute - Providence Saint John's Health Center, Santa Monica, California, 90404, United States|University of Colorado, Anschutz Cancer Pavilion, Aurora, Colorado, 80045, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, 02215, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Nebraska Medical Center, Omaha, Nebraska, 68198, United States|Columbia University Medical Center - Herbert Irving Pavilion, New York, New York, 10032, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|The Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States|University of Wisconsin Carbone Cancer Center, Madison, Wisconsin, 53792, United States","UC San Diego Moores Cancer Center, La Jolla, California, 92093, United States|John Wayne Cancer Institute - Providence Saint John's Health Center, Santa Monica, California, 90404, United States|University of Colorado, Anschutz Cancer Pavilion, Aurora, Colorado, 80045, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, 02215, United States|Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|University of Nebraska Medical Center, Omaha, Nebraska, 68198, United States|Columbia University Medical Center - Herbert Irving Pavilion, New York, New York, 10032, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States|The Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, 77030, United States|University of Wisconsin Carbone Cancer Center, Madison, Wisconsin, 53792, United States",UC San Diego Moores Cancer Center,La Jolla,United States
NCT01489800,The Impact of Early Feeding After Radical Cystectomy for Bladder Cancer,,COMPLETED,102.0,2011-11,2015-01,Columbia University,,Bladder Cancer|Complications,BEHAVIORAL: Clear liquid diet,"New York Hospital - Cornell, New York, New York, 10021, United States|Columbia Univeristy Medical Center, New York, New York, 10032, United States","New York Hospital - Cornell, New York, New York, 10021, United States|Columbia Univeristy Medical Center, New York, New York, 10032, United States",New York Hospital - Cornell,New York,United States
NCT06337942,Deceased Donor Bladder or Combined Kidney-bladder Transplantation: a Phase 0 First-in-human Study,,RECRUITING,5.0,2025-02-01,2027-01,"University of California, Los Angeles",,"Bladder Disease|Bladder, Neurogenic|Bladder Cancer|Kidney Failure",PROCEDURE: Bladder Transplantation|PROCEDURE: Combined Kidney and Bladder Transplantation,"UCLA, Los Angeles, California, 90095, United States","UCLA, Los Angeles, California, 90095, United States",UCLA,Los Angeles,United States
NCT04917809,A Study of Oral Erdafitinib in People With Recurrent Non-Invasive Bladder Cancer,PHASE2,ACTIVE_NOT_RECRUITING,20.0,2022-02-17,2025-08,Memorial Sloan Kettering Cancer Center,,Bladder Cancer|Recurrent Bladder Cancer|FGFR3 Gene Mutation,DRUG: Erdafitinib,"Memorial Sloan Kettering Basking Ridge (Limited Protocol Activities), Basking Ridge, New Jersey, 07920, United States|Memorial Sloan Kettering Monmouth (Limited Protocol Activities), Middletown, New Jersey, 07748, United States|Memorial Sloan Kettering Bergen (Limited Protocol Activities), Montvale, New Jersey, 07645, United States|Memorial Sloan Kettering Commack (Limited Protocol Activities), Commack, New York, 11725, United States|Memorial Sloan Kettering Westchester (Limited Protocol Activities), Harrison, New York, 10604, United States|Memorial Sloan Kettering Cancer Center (All Protocol Activities), New York, New York, 10065, United States|Memorial Sloan Kettering Nassau (Limited Protocol Activities), Uniondale, New York, 11553, United States","Memorial Sloan Kettering Basking Ridge (Limited Protocol Activities), Basking Ridge, New Jersey, 07920, United States|Memorial Sloan Kettering Monmouth (Limited Protocol Activities), Middletown, New Jersey, 07748, United States|Memorial Sloan Kettering Bergen (Limited Protocol Activities), Montvale, New Jersey, 07645, United States|Memorial Sloan Kettering Commack (Limited Protocol Activities), Commack, New York, 11725, United States|Memorial Sloan Kettering Westchester (Limited Protocol Activities), Harrison, New York, 10604, United States|Memorial Sloan Kettering Cancer Center (All Protocol Activities), New York, New York, 10065, United States|Memorial Sloan Kettering Nassau (Limited Protocol Activities), Uniondale, New York, 11553, United States",Memorial Sloan Kettering Basking Ridge (Limited Protocol Activities),Basking Ridge,United States
NCT02852252,Solid Tumor Cancer Surgery With or Without Intraoperative Imaging: A Registry,,COMPLETED,291.0,2016-07,2020-02,University of Pennsylvania,,Bladder Cancer|Gastric Cancer,DRUG: OTL38|DRUG: ICG,"Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States","Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States",Hospital of the University of Pennsylvania,Philadelphia,United States
NCT00016237,"Interleukin-2 Combined With Monoclonal Antibody Therapy in Treating Patients With Kidney, Bladder, or Lung Cancer That Has Not Responded to Previous Treatment",PHASE1,COMPLETED,,2000-12,,EMD Serono,National Cancer Institute (NCI)|Memorial Sloan Kettering Cancer Center,Bladder Cancer|Kidney Cancer|Lung Cancer,BIOLOGICAL: tucotuzumab celmoleukin,"Lombardi Cancer Center, Washington, District of Columbia, 20007, United States|Memorial Sloan-Kettering Cancer Center, New York, New York, 10021, United States","Lombardi Cancer Center, Washington, District of Columbia, 20007, United States|Memorial Sloan-Kettering Cancer Center, New York, New York, 10021, United States",Lombardi Cancer Center,Washington,United States
NCT00782587,Study of Immediate Post-Operative Intravesical Instillation of Chemophase® in Patients With Superficial Bladder Cancer,PHASE1,COMPLETED,14.0,2008-10,2009-03,Halozyme Therapeutics,,Superficial Bladder Cancer,DRUG: Chemophase,"BCG Oncology, PC, Phoenix, Arizona, 85032, United States|Advanced Urology Medical Center, Anaheim, California, 92801, United States|Medresearch, La Mesa, California, 91942, United States|Malcolm Randall Veterans Administration, Gainesville, Florida, 32608, United States|Advanced Research Institute, Inc., New Port Richey, Florida, 34655, United States","BCG Oncology, PC, Phoenix, Arizona, 85032, United States|Advanced Urology Medical Center, Anaheim, California, 92801, United States|Medresearch, La Mesa, California, 91942, United States|Malcolm Randall Veterans Administration, Gainesville, Florida, 32608, United States|Advanced Research Institute, Inc., New Port Richey, Florida, 34655, United States",BCG Oncology,PC,United States
NCT05775471,Pembrolizumab and Enfortumab Vedotin With Pembrolizumab Prior to and After Radical Nephroureterectomy for High-Risk Upper Tract Urothelial Cancer,PHASE2,RECRUITING,21.0,2024-06-26,2027-12-01,Jonsson Comprehensive Cancer Center,Merck Sharp & Dohme LLC|Seagen Inc.,Renal Pelvis and Ureter Urothelial Carcinoma,PROCEDURE: Biopsy|PROCEDURE: Biospecimen Collection|DRUG: Enfortumab Vedotin|PROCEDURE: MR Urography|PROCEDURE: Nephroureterectomy|BIOLOGICAL: Pembrolizumab,"UCLA / Jonsson Comprehensive Cancer Center, Los Angeles, California, 90095, United States","UCLA / Jonsson Comprehensive Cancer Center, Los Angeles, California, 90095, United States",UCLA / Jonsson Comprehensive Cancer Center,Los Angeles,United States
NCT06528990,Telehealth Intervention for Ostomy Self-Management,PHASE2,RECRUITING,150.0,2025-01-02,2028-06-04,City of Hope Medical Center,United States Department of Defense,Colorectal Cancer|Bladder Cancer,BEHAVIORAL: Telehealth Intervention|OTHER: Standard of care,"City of hope Medical Center, Duarte, California, 91010, United States","City of hope Medical Center, Duarte, California, 91010, United States",City of hope Medical Center,Duarte,United States
NCT04228042,Infigratinib Before Surgery for the Treatment of Upper Tract Urothelial Cancer,PHASE1|PHASE2,TERMINATED,15.0,2020-07-28,2024-04-17,M.D. Anderson Cancer Center,National Cancer Institute (NCI),Renal Pelvis and Ureter Urothelial Carcinoma,DRUG: Infigratinib|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration|PROCEDURE: Surgical Procedure,"M D Anderson Cancer Center, Houston, Texas, 77030, United States","M D Anderson Cancer Center, Houston, Texas, 77030, United States",M D Anderson Cancer Center,Houston,United States
NCT01314664,A Prospective Registry to Assess the Effectiveness and Local Tolerability of Intravesical Valrubicin in Subjects With Non-muscle Invasive Bladder Cancer (NMIBC),,TERMINATED,15.0,2011-05,2012-01,Endo Pharmaceuticals,,Bladder Cancer|CIS,,"BCG Oncology, Phoenix, Arizona, 85032, United States|Urology Research Network, Hialeah, Florida, 33149, United States|Advanced Urology Association of Florida, Vero Beach, Florida, 32960, United States|Kansas City Urology Care, Overland Park, Kansas, 66211, United States|Delaware Valley Urology, Sewell, New Jersey, 08080, United States|Delaware Valley Urology, Voorhees, New Jersey, 08043, United States|Long Island Urological Associates, Bethpage, New York, 11714, United States|Urologic Consultants of SE PA, Bala-Cynwyd, Pennsylvania, 19004, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37232, United States|Urology Associates of North Texas, Arlington, Texas, 76017, United States|Urology Clinics of North Texas, Dallas, Texas, 75231, United States","BCG Oncology, Phoenix, Arizona, 85032, United States|Urology Research Network, Hialeah, Florida, 33149, United States|Advanced Urology Association of Florida, Vero Beach, Florida, 32960, United States|Kansas City Urology Care, Overland Park, Kansas, 66211, United States|Delaware Valley Urology, Sewell, New Jersey, 08080, United States|Delaware Valley Urology, Voorhees, New Jersey, 08043, United States|Long Island Urological Associates, Bethpage, New York, 11714, United States|Urologic Consultants of SE PA, Bala-Cynwyd, Pennsylvania, 19004, United States|Vanderbilt University Medical Center, Nashville, Tennessee, 37232, United States|Urology Associates of North Texas, Arlington, Texas, 76017, United States|Urology Clinics of North Texas, Dallas, Texas, 75231, United States",BCG Oncology,Phoenix,United States
NCT03552796,sEphB4-HSA in Treating Participants With BCG-Unresponsive or Refractory Bladder Cancer,PHASE1,WITHDRAWN,0.0,2023-08-01,2024-08-01,University of Southern California,National Cancer Institute (NCI),Recurrent Bladder Carcinoma|Bladder Cancer Stage 0|Bladder Cancer Stage I,OTHER: Pharmacokinetic Study|BIOLOGICAL: Recombinant EphB4-HSA Fusion Protein,"USC / Norris Comprehensive Cancer Center, Los Angeles, California, 90033, United States","USC / Norris Comprehensive Cancer Center, Los Angeles, California, 90033, United States",USC / Norris Comprehensive Cancer Center,Los Angeles,United States
NCT00903240,Observational Study of Subjects Having Routine Recurrence Screening for Bladder Cancer,,COMPLETED,1000.0,2009-05,2010-04,Predictive Biosciences,,Bladder Cancer Recurrence,,"BCG Oncology, Phoenix, Arizona, 85032, United States|Urology Associates, Engelwood, Colorado, 80113, United States|Atlantic Urological Associates, Daytona Beach, Florida, 32114, United States|Winter Park Urology, Orlando, Florida, 32803, United States|Metropolitan Urology, Jeffersonville, Indiana, 47130, United States|Mayo Validation Support Services, Rochester, Minnesota, 55901, United States|Metro Urology, Woodbury, Minnesota, 55125, United States|Associates in Urology/Urology Group of NJ, 741 Northfield Avenue, New Jersey, 07052, United States|Coastal Urology Associates, Brick, New Jersey, 08723, United States|Capital Regional Urological Surgeons, Albany, New York, 12208, United States|Community Care Physicians, Albany, New York, 12208, United States|University Urology Associates, New York, New York, 10016, United States|Hudson Valley Urology, Poughkeepsie, New York, 12601, United States|Associated Medical Professionals, Syracuse, New York, 13210, United States|The Urology Group, Cincinnati, Ohio, 45212, United States|Urological Associates of Lancaster, Lancaster, Pennsylvania, 17601, United States|Triangle Urologic Group, Pittsburgh, Pennsylvania, 15212, United States|Carolina Urologic Research Center, Myrtle Beach, South Carolina, 29572, United States|Urology Clinics of North Texas, Dallas, Texas, 75231, United States|Urology San Antonio Research, San Antonio, Texas, 78229, United States","BCG Oncology, Phoenix, Arizona, 85032, United States|Urology Associates, Engelwood, Colorado, 80113, United States|Atlantic Urological Associates, Daytona Beach, Florida, 32114, United States|Winter Park Urology, Orlando, Florida, 32803, United States|Metropolitan Urology, Jeffersonville, Indiana, 47130, United States|Mayo Validation Support Services, Rochester, Minnesota, 55901, United States|Metro Urology, Woodbury, Minnesota, 55125, United States|Associates in Urology/Urology Group of NJ, 741 Northfield Avenue, New Jersey, 07052, United States|Coastal Urology Associates, Brick, New Jersey, 08723, United States|Capital Regional Urological Surgeons, Albany, New York, 12208, United States|Community Care Physicians, Albany, New York, 12208, United States|University Urology Associates, New York, New York, 10016, United States|Hudson Valley Urology, Poughkeepsie, New York, 12601, United States|Associated Medical Professionals, Syracuse, New York, 13210, United States|The Urology Group, Cincinnati, Ohio, 45212, United States|Urological Associates of Lancaster, Lancaster, Pennsylvania, 17601, United States|Triangle Urologic Group, Pittsburgh, Pennsylvania, 15212, United States|Carolina Urologic Research Center, Myrtle Beach, South Carolina, 29572, United States|Urology Clinics of North Texas, Dallas, Texas, 75231, United States|Urology San Antonio Research, San Antonio, Texas, 78229, United States",BCG Oncology,Phoenix,United States
NCT06228066,Lurbinectedin With or Without Avelumab in Small Cell Carcinoma of the Bladder (LASER),PHASE2,RECRUITING,45.0,2024-06-13,2027-09-01,National Cancer Institute (NCI),,Small Cell Carcinoma of the Bladder|High Grade Neuroendocrine Tumors of the Urinary Tract,DRUG: Lurbinectedin|DRUG: Avelumab,"National Institutes of Health Clinical Center, Bethesda, Maryland, 20892, United States","National Institutes of Health Clinical Center, Bethesda, Maryland, 20892, United States",National Institutes of Health Clinical Center,Bethesda,United States
NCT00006124,Celecoxib in Treating Patients With Bladder Cancer,PHASE2|PHASE3,COMPLETED,152.0,2000-06,2006-03,National Cancer Institute (NCI),,Recurrent Bladder Cancer,DRUG: celecoxib|DRUG: placebo,"M D Anderson Cancer Center, Houston, Texas, 77030, United States","M D Anderson Cancer Center, Houston, Texas, 77030, United States",M D Anderson Cancer Center,Houston,United States
NCT03862105,Testing the Utilization of a Mobile Health App for Patients Undergoing Cystectomy Surgery for Bladder Cancer,,COMPLETED,33.0,2019-03-25,2020-04-27,UNC Lineberger Comprehensive Cancer Center,,Invasive Bladder Cancer,OTHER: Mobile Health app tool - Twistle,"Lineberger Comprehensive Cancer Center at University of North Carolina, Chapel Hill, Chapel Hill, North Carolina, 27599, United States","Lineberger Comprehensive Cancer Center at University of North Carolina, Chapel Hill, Chapel Hill, North Carolina, 27599, United States",Lineberger Comprehensive Cancer Center at University of North Carolina,Chapel Hill,United States
NCT01700010,Trial of Lapatinib and Weekly Paclitaxel for Advanced Urothelial Cancer,PHASE2,WITHDRAWN,0.0,2012-11,2017-01,University of Michigan Rogel Cancer Center,GlaxoSmithKline,Urothelial Cancer|Bladder Cancer,DRUG: Lapatinib and Paclitaxel,"University of Michigan, Ann Arbor, Michigan, 48109, United States","University of Michigan, Ann Arbor, Michigan, 48109, United States",University of Michigan,Ann Arbor,United States
